episode,score,steps,total_steps,exploration,mean_loss,elapsed_seconds,terminated,truncated
270,710.0,598,163238,0.25,0.13097278853790872,477.58974191598827,True,False
271,330.0,549,163787,0.25,0.11680320896425822,479.2038443749916,True,False
272,900.0,618,164405,0.25,0.10552100245991061,481.0046829999919,True,False
273,1160.0,825,165230,0.25,0.1194663312720153,483.4013160409959,True,False
274,1210.0,900,166130,0.25,0.12454362978537878,486.1085467499943,True,False
275,640.0,623,166753,0.25,0.1286460754688447,488.2880156659958,True,False
276,780.0,584,167337,0.25,0.12725371915898095,491.5123480829934,True,False
277,2200.0,796,168133,0.25,0.10630813143660675,494.8390379159973,True,False
278,300.0,422,168555,0.25,0.09124644857254766,496.18378741599736,True,False
279,300.0,449,169004,0.25,0.11593281695273071,497.5180488749902,True,False
280,310.0,405,169409,0.25,0.11109065194383706,498.70629749998625,True,False
281,800.0,660,170069,0.25,0.12301274553844423,500.67745604099764,True,False
282,420.0,499,170568,0.25,0.11323407815396785,502.17890854099824,True,False
283,1440.0,670,171238,0.25,0.10796975588682525,504.127295082988,True,False
284,960.0,737,171975,0.25,0.12240341214625083,506.2653294999909,True,False
285,550.0,505,172480,0.25,0.11167859011806372,507.76493820799806,True,False
286,390.0,540,173020,0.25,0.10942696701321337,509.3466590829921,True,False
287,530.0,568,173588,0.25,0.12228839550639542,511.01893199999176,True,False
288,660.0,558,174146,0.25,0.12952981626601529,512.6610707499931,True,False
289,430.0,514,174660,0.25,0.11525361882450506,514.2075653329957,True,False
290,460.0,517,175177,0.25,0.09993501280456088,515.7276937909919,True,False
291,660.0,637,175814,0.25,0.11434593796730042,517.5776251249918,True,False
292,530.0,663,176477,0.25,0.10804832128650811,519.5282469159865,True,False
293,1170.0,595,177072,0.25,0.09880621076230235,521.2896848749951,True,False
294,2550.0,951,178023,0.25,0.1152634180705004,524.0442875829904,True,False
295,330.0,454,178477,0.25,0.1301059941189331,525.4196740829939,True,False
296,890.0,668,179145,0.25,0.11361452599173177,527.4168968749873,True,False
297,620.0,529,179674,0.25,0.12672588960126493,528.9609808749956,True,False
298,1600.0,798,180472,0.25,0.13366358005441725,531.3093952079944,True,False
299,1180.0,777,181249,0.25,0.11507481508456248,533.5970205829944,True,False
300,920.0,959,182208,0.25,0.11589226883370429,536.4123045409942,True,False
301,500.0,577,182785,0.25,0.12294758531627142,538.906532457986,True,False
302,540.0,646,183431,0.25,0.11386334637515479,541.0463209999871,True,False
303,1320.0,686,184117,0.25,0.12699648239758127,543.1744033329887,True,False
304,640.0,642,184759,0.25,0.13756837099790573,545.047060375,True,False
305,1650.0,1152,185911,0.25,0.12576048576091933,548.4324427079991,True,False
306,720.0,757,186668,0.25,0.10534039186803919,550.7178203749936,True,False
307,1290.0,758,187426,0.25,0.11042395137033607,553.8805692909955,True,False
308,620.0,532,187958,0.25,0.11062553718237948,555.8142242909962,True,False
309,1570.0,827,188785,0.25,0.11526172512305388,558.2326565829862,True,False
310,540.0,604,189389,0.25,0.11935924700405819,560.0100611249945,True,False
311,600.0,527,189916,0.25,0.11014704643325372,561.6581396659894,True,False
312,890.0,627,190543,0.25,0.11249211539203922,563.5308249999944,True,False
313,920.0,735,191278,0.25,0.12520541314481068,565.7074217079935,True,False
314,580.0,574,191852,0.25,0.11690262976076661,567.4157729579892,True,False
315,430.0,490,192342,0.25,0.12059053656507711,568.8827814159886,True,False
316,800.0,622,192964,0.25,0.10421288983585934,570.7048049579898,True,False
317,550.0,590,193554,0.25,0.11203746336708668,572.4144659579906,True,False
318,900.0,860,194414,0.25,0.10627370517441007,574.9906957079947,True,False
319,1030.0,713,195127,0.25,0.11284063378704733,577.073189207993,True,False
320,740.0,692,195819,0.25,0.1259703270746449,579.087252332989,True,False
321,1520.0,907,196726,0.25,0.11111134807230487,581.9379552079918,True,False
322,790.0,745,197471,0.25,0.12002798963478335,584.0916328749881,True,False
323,770.0,681,198152,0.25,0.10527776554226875,586.1287089580001,True,False
324,310.0,425,198577,0.25,0.09166367246576075,587.4420381249947,True,False
325,770.0,724,199301,0.25,0.09277656028633782,589.559491707987,True,False
326,860.0,659,199960,0.25,0.09895348656132366,592.3298561249976,True,False
327,520.0,457,200417,0.25,0.10269832720555234,593.8552941659873,True,False
328,480.0,531,200948,0.25,0.12615755001517168,595.4349315,True,False
329,1160.0,839,201787,0.25,0.12867299958386205,597.8434970409871,True,False
330,450.0,374,202161,0.25,0.09689021907112699,599.0145398329914,True,False
331,310.0,520,202681,0.25,0.10837686252422057,600.5832162079896,True,False
332,330.0,381,203062,0.25,0.1336106731703407,601.7059934579884,True,False
333,1150.0,606,203668,0.25,0.1155234673918274,603.4822988749947,True,False
334,1610.0,834,204502,0.25,0.12435182967545608,605.9417193749978,True,False
335,790.0,801,205303,0.25,0.1250409554131329,608.2962631659902,True,False
336,580.0,758,206061,0.25,0.11371706120277705,610.5439070829889,True,False
337,420.0,410,206471,0.25,0.1448100678001841,611.8075343329983,True,False
338,1030.0,751,207222,0.25,0.12142657188876987,614.0189122499869,True,False
339,770.0,700,207922,0.25,0.11142335625631469,616.0747738749924,True,False
340,740.0,805,208727,0.25,0.1269003374140654,618.4584721659921,True,False
341,360.0,389,209116,0.25,0.12392337110881903,619.6228232909925,True,False
342,1480.0,744,209860,0.25,0.1332968373792947,621.8042359159881,True,False
343,290.0,413,210273,0.25,0.13559429805038622,623.0589411249966,True,False
344,360.0,435,210708,0.25,0.1373003938602745,624.3884406249999,True,False
345,540.0,476,211184,0.25,0.1303425438842979,625.792811583,True,False
346,1300.0,550,211734,0.25,0.130286759928032,627.4025621659966,True,False
347,850.0,784,212518,0.25,0.11851309390966686,629.8378478749946,True,False
348,530.0,612,213130,0.25,0.13197286125102076,631.6579221249995,True,False
349,1650.0,1147,214277,0.25,0.1385678612474573,635.0036527079938,True,False
350,780.0,729,215006,0.25,0.11093915216010677,637.1824132499896,True,False
351,1620.0,795,215801,0.25,0.12670355128246036,640.299077165997,True,False
352,700.0,695,216496,0.25,0.13070878289083296,642.3442645829928,True,False
353,920.0,571,217067,0.25,0.1364058892334431,644.0452174579987,True,False
354,1630.0,920,217987,0.25,0.1146010413441969,646.7335002499894,True,False
355,1020.0,850,218837,0.25,0.13971339313951736,649.2947248749988,True,False
356,650.0,692,219529,0.25,0.1250391025742182,651.3184862499911,True,False
357,420.0,449,219978,0.25,0.1416446841987116,652.6489250409941,True,False
358,700.0,572,220550,0.25,0.10982001070063431,654.3464539159904,True,False
359,1060.0,727,221277,0.25,0.1132000998010511,656.493299290989,True,False
360,730.0,720,221997,0.25,0.1255330539101528,658.5982957499946,True,False
361,990.0,724,222721,0.25,0.12174079527574184,660.7911699159886,True,False
362,2750.0,948,223669,0.25,0.14022503472581693,663.5567375409883,True,False
363,720.0,508,224177,0.25,0.11193186227290884,665.067847082988,True,False
364,1000.0,675,224852,0.25,0.12983337802999823,667.0773378329905,True,False
365,810.0,735,225587,0.25,0.10146445526532788,669.2654359579901,True,False
366,210.0,382,225969,0.25,0.12949481089405404,670.6396845409909,True,False
367,370.0,529,226498,0.25,0.1384649877718678,672.4780409999948,True,False
368,410.0,575,227073,0.25,0.10727345460974094,674.3934004999901,True,False
369,940.0,838,227911,0.25,0.11829877515550721,676.8539512079878,True,False
370,1210.0,688,228599,0.25,0.11221298514757046,678.8603936250001,True,False
371,340.0,484,229083,0.25,0.15377049608356205,680.3052678749955,True,False
372,430.0,542,229625,0.25,0.12170190140194095,681.9240717079956,True,False
373,410.0,494,230119,0.25,0.12763777662946926,683.3799532909907,True,False
374,590.0,557,230676,0.25,0.12062972411513329,685.0843524159864,True,False
375,350.0,384,231060,0.25,0.1391704258179137,686.2296414579905,True,False
376,850.0,781,231841,0.25,0.15072306500604518,689.2993092079996,True,False
377,520.0,505,232346,0.25,0.12079191101448876,690.8013812499994,True,False
378,340.0,356,232702,0.25,0.10619388916268108,691.9873488749872,True,False
379,1220.0,936,233638,0.25,0.11921930883047926,694.7304143749934,True,False
380,320.0,399,234037,0.25,0.14875397665426135,695.9358305829955,True,False
381,220.0,364,234401,0.25,0.12257436078533039,697.066309707996,True,False
